id_fato,submission_id,created_at,duracao_segundos,clima,origem,versao_form,description,id_user_tipo,user_tipo,id_emocao_atual,emocao_atual,intensidade_atual,id_emocao_maioria,emocao_maioria,intensidade_maioria,id_emocao_ultimo,emocao_ultimo,intensidade_ultimo,id_causa,causa,pulou_causa
84,991accbe-9302-40e7-b594-67d74537e893,2025-09-25 22:51:13.704344+00,43,null,null,v2.0.0,,2,Aluno,4,INDIFERENÇA,0,4,INDIFERENÇA,5,6,ANSIEDADE,3,4,RELACIONAMENTO,false
83,3a6543d1-a26e-4d1c-9348-cb84fdb57d3f,2025-09-25 22:50:20.345722+00,62,null,null,v2.0.0,,2,Aluno,1,ALEGRIA,5,2,OTIMISMO,4,1,ALEGRIA,4,3,TRABALHO,false
82,fc06dc31-eec5-48eb-a77e-797daff33873,2025-09-25 22:49:06.72582+00,58,null,null,v2.0.0,bem,2,Aluno,2,OTIMISMO,0,3,PAIXÃO,4,1,ALEGRIA,4,2,ESTUDO,false
81,f03df7aa-df25-438c-9a83-475f1b694e71,2025-09-25 22:47:42.949913+00,54,null,null,v2.0.0,otimista,2,Aluno,2,OTIMISMO,5,2,OTIMISMO,5,2,OTIMISMO,5,4,RELACIONAMENTO,false
80,acfe81e2-fed3-47f6-8b30-a67ffaba69df,2025-09-25 22:46:18.684296+00,50,null,null,v2.0.0,ansiosa,2,Aluno,6,ANSIEDADE,3,4,INDIFERENÇA,3,6,ANSIEDADE,4,2,ESTUDO,false
79,c9e6f9a7-c01b-47ba-8765-b5f027c9dc33,2025-09-25 22:45:16.203286+00,39,null,null,v2.0.0,depressiva,2,Aluno,6,ANSIEDADE,0,5,RAIVA,0,7,TRISTEZA,0,2,ESTUDO,false
78,704c9ad2-6bce-43e5-9a7e-e9488bae72c4,2025-09-25 22:44:27.131686+00,66,null,null,v2.0.0,preocupada,2,Aluno,6,ANSIEDADE,3,4,INDIFERENÇA,2,6,ANSIEDADE,2,2,ESTUDO,false
77,abe665ab-8210-4215-9fed-940d72ddd16e,2025-09-25 22:43:12.791783+00,51,null,null,v2.0.0,Preocupado.,2,Aluno,6,ANSIEDADE,4,1,ALEGRIA,3,6,ANSIEDADE,4,2,ESTUDO,false
76,6e6bf2fc-ed9c-4b13-809f-406b8ed6d464,2025-09-25 22:41:51.125141+00,77,null,null,v2.0.0,gripado,1,Professor,1,ALEGRIA,5,2,OTIMISMO,5,2,OTIMISMO,5,2,ESTUDO,false
75,96644762-6f26-47f2-92ab-7bb64a575729,2025-09-25 22:40:02.243917+00,169,null,null,v2.0.0,Alegre,1,Professor,1,ALEGRIA,5,3,PAIXÃO,5,6,ANSIEDADE,5,1,FAMILIA,false
74,77e8744c-82ba-4370-a688-ec73e0633d5b,2025-09-25 22:35:26.860142+00,34,null,null,v2.0.0,,2,Aluno,2,OTIMISMO,5,2,OTIMISMO,3,2,OTIMISMO,4,4,RELACIONAMENTO,false
73,b246672e-cc10-46d4-9af6-6d872f5d820b,2025-09-25 22:33:57.951721+00,64,null,null,v2.0.0,,2,Aluno,6,ANSIEDADE,3,1,ALEGRIA,3,1,ALEGRIA,3,2,ESTUDO,false
72,d0481e21-9934-422e-8f3f-8f774e1f566f,2025-09-25 22:30:04.636567+00,65,null,null,v2.0.0,estou bem. ansioso para uma prova,1,Professor,4,INDIFERENÇA,3,1,ALEGRIA,3,1,ALEGRIA,4,1,FAMILIA,false
71,1be8cad9-e2f2-403c-af97-1fe7873f0102,2025-09-25 22:25:13.32663+00,31,null,null,v2.0.0,,2,Aluno,2,OTIMISMO,4,2,OTIMISMO,5,4,INDIFERENÇA,3,2,ESTUDO,false
70,5a4dcf5b-4e27-4948-b613-454bfa5fdd33,2025-09-25 22:24:18.924327+00,61,null,null,v2.0.0,bem,2,Aluno,4,INDIFERENÇA,3,1,ALEGRIA,4,2,OTIMISMO,4,2,ESTUDO,false
69,a480c44a-c48d-46b0-a461-48e18981af3a,2025-09-25 22:22:25.854095+00,102,null,null,v2.0.0,,2,Aluno,1,ALEGRIA,5,1,ALEGRIA,5,1,ALEGRIA,5,2,ESTUDO,false
68,cef4655f-4619-44c0-9862-3eafc29ed3d9,2025-09-25 22:20:17.247325+00,43,null,null,v2.0.0,,2,Aluno,5,RAIVA,5,6,ANSIEDADE,4,4,INDIFERENÇA,3,3,TRABALHO,false
67,51f4cd64-1799-467e-a144-db35701a8601,2025-09-25 22:19:03.083774+00,55,null,null,v2.0.0,muito feliz,2,Aluno,1,ALEGRIA,5,1,ALEGRIA,5,1,ALEGRIA,5,4,RELACIONAMENTO,false
66,36ae699c-1cee-4465-93a2-520d524375fc,2025-09-25 22:17:24.483443+00,33,null,null,v2.0.0,,2,Aluno,3,PAIXÃO,0,2,OTIMISMO,0,1,ALEGRIA,0,4,RELACIONAMENTO,false
65,9651de27-44e1-4d94-91d2-c8b4774e7a01,2025-09-25 22:15:56.831844+00,148,null,null,v2.0.0,raiva pq o Mateus n vai no orienta,2,Aluno,5,RAIVA,5,4,INDIFERENÇA,2,5,RAIVA,3,4,RELACIONAMENTO,false
64,e29bb38f-2602-4290-bc8f-317e47e3ae74,2025-09-25 22:10:15.614856+00,32,null,null,v2.0.0,meu chefe encheu o saco hoje e quase mandei ele toma no cu,2,Aluno,5,RAIVA,5,5,RAIVA,5,5,RAIVA,5,3,TRABALHO,false
63,553bf4ef-caab-4ef9-984f-04d308d9ad1a,2025-09-25 22:08:57.494229+00,115,null,null,v2.0.0,"Cansado, com fome, porém tá top",1,Professor,2,OTIMISMO,4,4,INDIFERENÇA,4,1,ALEGRIA,3,2,ESTUDO,false
62,2af26ec2-4fd4-4639-8da7-58bbc25031e5,2025-09-25 22:06:39.583328+00,63,null,null,v2.0.0,tô amando o davi,2,Aluno,5,RAIVA,5,1,ALEGRIA,5,3,PAIXÃO,5,4,RELACIONAMENTO,false
61,7b0c9c55-cecd-4a26-b708-39b1452a2449,2025-09-25 22:04:53.625906+00,44,null,null,v2.0.0,normal,2,Aluno,4,INDIFERENÇA,5,4,INDIFERENÇA,5,4,INDIFERENÇA,5,2,ESTUDO,false
60,15884998-f947-49c7-b60d-2e9e8df4f5c6,2025-09-25 22:03:25.595974+00,36,null,null,v2.0.0,Meio mal na vdd,2,Aluno,7,TRISTEZA,4,2,OTIMISMO,3,7,TRISTEZA,4,4,RELACIONAMENTO,false
59,3a0935d4-294b-40e7-af57-d8cac245cef8,2025-09-25 22:02:20.613591+00,141,null,null,v2.0.0,semana de provas,2,Aluno,6,ANSIEDADE,5,6,ANSIEDADE,5,6,ANSIEDADE,5,2,ESTUDO,false
58,2fa3a6b2-cb0b-43da-be35-c09e2c7a3b41,2025-09-25 21:59:44.604254+00,47,null,null,v2.0.0,estou viva,2,Aluno,6,ANSIEDADE,5,4,INDIFERENÇA,3,6,ANSIEDADE,5,2,ESTUDO,false
57,0fb69363-baa4-4356-aa84-d0eccf2f1ae9,2025-09-25 21:58:42.193788+00,26,null,null,v2.0.0,,2,Aluno,2,OTIMISMO,2,4,INDIFERENÇA,2,4,INDIFERENÇA,3,4,RELACIONAMENTO,false
56,834ff505-81f5-4fd6-a6e4-e6b390322987,2025-09-25 21:57:58.885609+00,40,null,null,v2.0.0,,2,Aluno,2,OTIMISMO,5,1,ALEGRIA,4,1,ALEGRIA,4,2,ESTUDO,false
55,e10672b9-c2a3-42db-a0f7-b16126ab7a6a,2025-09-25 21:56:28.638923+00,72,null,null,v2.0.0,bem!,2,Aluno,3,PAIXÃO,4,2,OTIMISMO,4,1,ALEGRIA,4,1,FAMILIA,false
54,939bc826-1569-48d7-a795-e9ed4260856c,2025-09-25 21:54:57.996545+00,30,null,null,v2.0.0,barrola veado,2,Aluno,2,OTIMISMO,0,1,ALEGRIA,4,1,ALEGRIA,5,1,FAMILIA,false
53,845d6800-cbe8-4d2f-b2a3-890fc29ed66f,2025-09-18 20:37:29.711161+00,29,null,null,v2.0.0,maldito von,2,Aluno,4,INDIFERENÇA,0,2,OTIMISMO,0,5,RAIVA,0,2,ESTUDO,false
52,fcb1a8ee-ce8d-43e0-8836-c958bdaa30fe,2025-09-18 20:03:48.367463+00,39,null,null,v2.0.0,irritado,2,Aluno,5,RAIVA,5,4,INDIFERENÇA,5,5,RAIVA,5,2,ESTUDO,false
51,aa60b41b-1d50-4910-a76f-9836a0a5e58c,2025-09-18 19:01:35.588352+00,85,null,null,v2.0.0,Muito alegre,2,Aluno,1,ALEGRIA,5,1,ALEGRIA,3,4,INDIFERENÇA,0,3,TRABALHO,false
50,217da20c-a2bf-4c15-9c4e-eeeec8384832,2025-09-18 18:59:22.071283+00,121,null,null,v2.0.0,,2,Aluno,2,OTIMISMO,0,4,INDIFERENÇA,0,2,OTIMISMO,2,4,RELACIONAMENTO,false
49,520cd76f-e88d-4ae2-a3c8-fa00b8378c4e,2025-09-18 04:55:07.728599+00,51,null,null,v2.0.0,,2,Aluno,6,ANSIEDADE,2,7,TRISTEZA,4,2,OTIMISMO,3,3,TRABALHO,false
48,8e9c4906-023a-4539-986c-b7feaba1b762,2025-09-18 00:58:39.657445+00,38,null,null,v2.0.0,,1,Professor,4,INDIFERENÇA,3,4,INDIFERENÇA,2,4,INDIFERENÇA,2,1,FAMILIA,false
47,18953e5e-55a5-4908-84bf-8abb04c7bf00,2025-09-18 00:55:00.240066+00,74,null,null,v2.0.0,,1,Professor,2,OTIMISMO,3,2,OTIMISMO,0,6,ANSIEDADE,2,2,ESTUDO,false
46,451641b1-356c-433a-b1a4-7ca9bfd2bbeb,2025-09-18 00:53:23.939836+00,29,null,null,v2.0.0,,2,Aluno,1,ALEGRIA,0,2,OTIMISMO,0,3,PAIXÃO,0,4,RELACIONAMENTO,false
45,9b35e2f8-9c30-4961-af1d-8e0dacc6f862,2025-09-18 00:52:35.22117+00,54,null,null,v2.0.0,,2,Aluno,2,OTIMISMO,4,2,OTIMISMO,3,4,INDIFERENÇA,4,2,ESTUDO,false
44,ae87f8ba-78ed-4b65-8d18-cf352cc42949,2025-09-18 00:51:23.869339+00,73,null,null,v2.0.0,,2,Aluno,2,OTIMISMO,3,1,ALEGRIA,4,3,PAIXÃO,4,2,ESTUDO,false
43,2f9d7086-8e21-43dc-864b-ef2fce2de2d2,2025-09-18 00:49:53.177092+00,72,null,null,v2.0.0,"bem, porém, tentando não pensar nas coisas negativas e aproveitar tudo de melhor do presente.",1,Professor,4,INDIFERENÇA,5,4,INDIFERENÇA,5,7,TRISTEZA,2,4,RELACIONAMENTO,false
42,4f2cdf49-4c52-40fc-90d9-bfdb3cad788c,2025-09-18 00:48:24.631561+00,73,null,null,v2.0.0,,2,Aluno,7,TRISTEZA,3,1,ALEGRIA,2,7,TRISTEZA,3,2,ESTUDO,false
41,7ef8abcb-4e08-4917-a4b4-34fefa894811,2025-09-18 00:46:59.222533+00,41,null,null,v2.0.0,,2,Aluno,2,OTIMISMO,3,1,ALEGRIA,3,6,ANSIEDADE,4,2,ESTUDO,false
40,f6ef6b35-460e-43ff-b120-97eab2bc50f3,2025-09-18 00:45:58.12414+00,47,null,null,v2.0.0,,2,Aluno,2,OTIMISMO,3,6,ANSIEDADE,2,2,OTIMISMO,3,2,ESTUDO,false
39,e507560e-4645-43dd-b7cb-4bef62408844,2025-09-18 00:44:57.788081+00,46,null,null,v2.0.0,,2,Aluno,2,OTIMISMO,4,1,ALEGRIA,4,6,ANSIEDADE,5,2,ESTUDO,false
38,31a0979a-b59b-429f-90dd-6e5a9fc44ab7,2025-09-18 00:43:54.75073+00,30,null,null,v2.0.0,raiva,2,Aluno,5,RAIVA,5,5,RAIVA,5,5,RAIVA,5,4,RELACIONAMENTO,false
37,e177c85b-3880-4a85-be27-6e0ec33ede54,2025-09-18 00:35:17.218479+00,57,null,null,v2.0.0,xuxu blz,1,Professor,1,ALEGRIA,0,1,ALEGRIA,0,1,ALEGRIA,0,1,FAMILIA,false
36,ebd951c8-5b92-4ffb-8ca1-5e74af755365,2025-09-18 00:33:58.315826+00,73,null,null,v2.0.0,tô tranquilo,2,Aluno,1,ALEGRIA,3,2,OTIMISMO,3,4,INDIFERENÇA,5,4,RELACIONAMENTO,false
35,82c47062-4a6c-4f1b-ba1c-ab5607769dbd,2025-09-18 00:32:21.938555+00,21,null,null,v2.0.0,,2,Aluno,1,ALEGRIA,0,2,OTIMISMO,0,3,PAIXÃO,0,4,RELACIONAMENTO,false
34,02886a56-8ede-4d83-a430-36281d677882,2025-09-18 00:31:36.565253+00,40,null,null,v2.0.0,Davi me deixa puto,2,Aluno,3,PAIXÃO,5,5,RAIVA,5,5,RAIVA,5,4,RELACIONAMENTO,false
33,c1032dd7-bf68-48b0-bd37-a18a052e0704,2025-09-18 00:30:44.913529+00,37,null,null,v2.0.0,,2,Aluno,1,ALEGRIA,3,4,INDIFERENÇA,2,1,ALEGRIA,3,2,ESTUDO,false
32,bf53fcd9-4700-4008-a550-6b4cfadb25f2,2025-09-18 00:29:45.973306+00,102,null,null,v2.0.0,"estou me sentindo feliz, realizada com minha vida.",1,Professor,1,ALEGRIA,5,1,ALEGRIA,5,6,ANSIEDADE,5,3,TRABALHO,false
31,9206bb8a-6e20-461e-b2bb-d8fae02598a9,2025-09-18 00:27:40.897692+00,52,null,null,v2.0.0,normal,2,Aluno,4,INDIFERENÇA,2,2,OTIMISMO,4,2,OTIMISMO,5,4,RELACIONAMENTO,false
30,1e3e52ce-ee91-4a68-9e39-ca92a3136911,2025-09-18 00:26:33.092907+00,65,null,null,v2.0.0,,2,Aluno,2,OTIMISMO,5,2,OTIMISMO,5,1,ALEGRIA,5,2,ESTUDO,false
29,0576025b-9f4f-403a-8135-654a6ba4bb28,2025-09-18 00:24:11.983356+00,62,null,null,v2.0.0,,2,Aluno,2,OTIMISMO,4,1,ALEGRIA,4,6,ANSIEDADE,4,4,RELACIONAMENTO,false
28,e3ec7ff1-ff73-490f-86aa-d430a1963ff1,2025-09-18 00:22:54.176072+00,50,null,null,v2.0.0,Hoje foi um dia sem nada especial,2,Aluno,4,INDIFERENÇA,2,6,ANSIEDADE,1,4,INDIFERENÇA,3,2,ESTUDO,false
27,e408fe01-c92e-473d-888b-7fa3d557b42d,2025-09-18 00:21:41.79378+00,29,null,null,v2.0.0,,2,Aluno,4,INDIFERENÇA,3,2,OTIMISMO,3,5,RAIVA,3,4,RELACIONAMENTO,false
26,c1752eed-718e-48b8-b2fc-4f070c336480,2025-09-18 00:21:01.285325+00,32,null,null,v2.0.0,,2,Aluno,1,ALEGRIA,4,1,ALEGRIA,4,1,ALEGRIA,4,4,RELACIONAMENTO,false
25,30218ade-b030-465e-88a4-dfbb8ec9d54e,2025-09-18 00:20:13.014268+00,49,null,null,v2.0.0,agora estou neutra,2,Aluno,6,ANSIEDADE,3,4,INDIFERENÇA,5,7,TRISTEZA,5,4,RELACIONAMENTO,false
24,851f33e4-c1dc-4708-bd9f-aff71ccb405b,2025-09-18 00:19:06.781397+00,83,null,null,v2.0.0,"semana de provas está chegando, então costumo ficar muito ansiosa com as provas o que acaba prejudicando meu desempenho na maior parte das vezes.",2,Aluno,6,ANSIEDADE,5,6,ANSIEDADE,3,4,INDIFERENÇA,4,2,ESTUDO,false
23,22ec524d-cce9-455d-85fb-6b2397f6ee5c,2025-09-18 00:17:22.573871+00,33,null,null,v2.0.0,,2,Aluno,4,INDIFERENÇA,4,4,INDIFERENÇA,4,4,INDIFERENÇA,4,2,ESTUDO,false
22,663076d2-49a0-4e5a-a0cd-013d2727b00c,2025-09-18 00:16:41.822439+00,16,null,null,v2.0.0,,2,Aluno,4,INDIFERENÇA,3,4,INDIFERENÇA,3,6,ANSIEDADE,3,3,TRABALHO,false
21,282b9a69-728c-4bac-8395-156b07c0f031,2025-09-18 00:15:33.924318+00,38,null,null,v2.0.0,,2,Aluno,1,ALEGRIA,3,2,OTIMISMO,3,1,ALEGRIA,3,1,FAMILIA,false
20,15255388-8b82-462e-80f4-2ca73d19ac06,2025-09-18 00:14:19.262701+00,32,null,null,v2.0.0,,2,Aluno,2,OTIMISMO,2,2,OTIMISMO,4,4,INDIFERENÇA,3,2,ESTUDO,false
19,fbc8a1ba-44bd-4ff3-b3e0-cb4868fdcbcc,2025-09-18 00:13:15.160848+00,53,null,null,v2.0.0,"Mal, não corri 5km hoje",2,Aluno,4,INDIFERENÇA,5,4,INDIFERENÇA,0,3,PAIXÃO,5,1,FAMILIA,false
18,ce3aece2-333d-4675-a1b3-c3f11a33137b,2025-09-18 00:12:05.500598+00,46,null,null,v2.0.0,,2,Aluno,2,OTIMISMO,3,6,ANSIEDADE,3,4,INDIFERENÇA,3,2,ESTUDO,false
17,21af3a39-f8cb-496c-afa3-05cc85107997,2025-09-17 21:08:48.829341+00,80,null,null,v2.0.0,cansado,2,Aluno,4,INDIFERENÇA,4,6,ANSIEDADE,3,6,ANSIEDADE,5,2,ESTUDO,false
16,56d5cb86-a202-4aed-96cd-71dcd227261e,2025-09-17 00:21:22.655584+00,46,null,null,v2.0.0,estou me sentindo ansioso e perdido,2,Aluno,6,ANSIEDADE,4,2,OTIMISMO,3,6,ANSIEDADE,3,2,ESTUDO,false
15,e30b2492-c149-4a40-a7ad-4c310cf777a2,2025-09-17 00:20:25.281043+00,701,null,null,v2.0.0,"um pouco sobrecarregado, dificuldade em conciliar as demandas da faculdade e trabalho.",2,Aluno,4,INDIFERENÇA,1,6,ANSIEDADE,2,1,ALEGRIA,2,3,TRABALHO,false
14,7cfa845d-4a0e-4262-9414-2e3598fbf0c2,2025-09-17 00:07:37.596163+00,39,null,null,v2.0.0,To puto pq não corri 5km,2,Aluno,5,RAIVA,5,5,RAIVA,5,5,RAIVA,4,3,TRABALHO,false
13,f38872de-d78b-4342-9365-8df8dde13c01,2025-09-17 00:06:19.412406+00,71,null,null,v2.0.0,,2,Aluno,4,INDIFERENÇA,3,4,INDIFERENÇA,4,6,ANSIEDADE,4,3,TRABALHO,false
12,a4c756d1-c0ae-4eaa-8703-16861db967bf,2025-09-17 00:04:40.751989+00,111,null,null,v2.0.0,indiferente,2,Aluno,2,OTIMISMO,4,4,INDIFERENÇA,4,4,INDIFERENÇA,5,2,ESTUDO,false
11,84f5e878-45a6-4667-a9a8-71f78df34633,2025-09-17 00:02:25.025343+00,45,null,null,v2.0.0,,2,Aluno,4,INDIFERENÇA,4,1,ALEGRIA,5,1,ALEGRIA,5,3,TRABALHO,false
10,27655ab2-b90b-4189-9495-c1d7d0162b0c,2025-09-17 00:00:59.492786+00,61,null,null,v2.0.0,top,2,Aluno,2,OTIMISMO,4,4,INDIFERENÇA,3,1,ALEGRIA,3,3,TRABALHO,false
9,4cc193af-1b90-433c-9436-3065a9f4dffa,2025-09-16 23:59:18.529941+00,72,null,null,v2.0.0,"De saco cheio eu acho, e com medo do futuro",2,Aluno,4,INDIFERENÇA,5,6,ANSIEDADE,3,6,ANSIEDADE,2,2,ESTUDO,false
8,d810e6b3-35c6-4d69-ac66-f5cdb4520ef9,2025-09-16 23:57:31.066503+00,73,null,null,v2.0.0,estou preocupado com o projeto integrador,2,Aluno,4,INDIFERENÇA,4,1,ALEGRIA,5,3,PAIXÃO,3,4,RELACIONAMENTO,false
7,10e4214f-3640-4607-bcb4-562e7464a786,2025-09-16 23:56:01.016211+00,113,null,null,v2.0.0,,2,Aluno,2,OTIMISMO,5,1,ALEGRIA,5,2,OTIMISMO,5,2,ESTUDO,false
6,eb99058a-7054-4675-94bc-b667e957bed4,2025-09-16 23:53:50.480625+00,43,null,null,v2.0.0,,2,Aluno,1,ALEGRIA,4,2,OTIMISMO,4,1,ALEGRIA,5,2,ESTUDO,false
5,92d46b75-e40a-44c0-b1aa-625f22cccc69,2025-09-16 23:52:48.273463+00,40,null,null,v2.0.0,,2,Aluno,2,OTIMISMO,3,4,INDIFERENÇA,2,1,ALEGRIA,3,4,RELACIONAMENTO,false
4,ff383bd8-e905-4ac1-a558-530a554d41f6,2025-09-16 23:51:53.763083+00,118,null,null,v2.0.0,um pouco ansiosa com a semana de provas.,2,Aluno,7,TRISTEZA,0,6,ANSIEDADE,0,4,INDIFERENÇA,4,2,ESTUDO,false
3,65eaf0d9-0fe3-496a-b4f2-70b8a15f27be,2025-09-16 23:49:41.242783+00,28,null,null,v2.0.0,alegre,2,Aluno,2,OTIMISMO,0,1,ALEGRIA,0,3,PAIXÃO,0,4,RELACIONAMENTO,false
2,e7cad044-8c43-44dc-bfab-2c7f92131aa7,2025-09-16 23:48:06.607682+00,59,null,null,v2.0.0,,2,Aluno,4,INDIFERENÇA,2,2,OTIMISMO,2,2,OTIMISMO,3,2,ESTUDO,false
1,6aa76be7-2257-40d1-bd40-68745c8367e4,2025-09-15 22:23:18.069185+00,15,null,null,v2.0.0,jsnababab,1,Professor,3,PAIXÃO,3,1,ALEGRIA,0,1,ALEGRIA,3,4,RELACIONAMENTO,false